area_type,availability,location,society,total_sqft,bath,balcony,price,Month_of_Availability
Super built-up  Area,Ready To Move,Electronic City,In society,1360.0,2,1,70.5,0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,In society,1374.0,2,2,70.0,0
Built-up  Area,Ready To Move,Judicial Layout,Not in society,1700.0,3,2,155.0,0
Plot  Area,Ready To Move,Whitefield,Not in society,3227.0,5,0,250.0,0
Super built-up  Area,Ready To Move,Ferrar Nagar,In society,2145.0,4,2,125.0,0
Plot  Area,Ready To Move,Koramangala,Not in society,2400.0,6,3,600.0,0
Super built-up  Area,Not Ready To Move,Kasavanhalli,Not in society,2170.0,3,2,151.0,5
Built-up  Area,Ready To Move,Bank Of Baroda Colony,Not in society,1080.0,2,1,55.0,0
Built-up  Area,Ready To Move,Electronic City Phase II,In society,1790.0,3,3,100.0,0
Super built-up  Area,Ready To Move,Doddathoguru,Not in society,550.0,1,1,17.0,0
Built-up  Area,Ready To Move,Somasundara Palya,In society,1033.0,2,2,48.0,0
Built-up  Area,Ready To Move,Kamala Nagar,Not in society,1000.0,2,1,80.0,0
Super built-up  Area,Not Ready To Move,Binny Pete,In society,2940.0,6,2,280.0,12
Super built-up  Area,Ready To Move,Kumarapalli,In society,1240.0,2,2,52.6,0
Plot  Area,Ready To Move,Kasturi Nagar,Not in society,1650.0,5,1,450.0,0
Built-up  Area,Not Ready To Move,Outer Ring Road East,In society,1500.0,2,0,97.0,6
Super built-up  Area,Ready To Move,Marathahalli,In society,1730.0,3,3,139.0,0
Super built-up  Area,Ready To Move,Kasavanhalli,Not in society,1915.0,3,3,80.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1545.0,3,2,79.0,0
Super built-up  Area,Not Ready To Move,Marenahalli,Not in society,1865.0,4,2,140.0,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,Not in society,1150.0,2,2,40.0,0
Super built-up  Area,Not Ready To Move,HAL 3rd Stage,Not in society,1200.0,2,2,49.0,8
Built-up  Area,Ready To Move,Kengeri,Not in society,963.0,2,2,40.0,0
Plot  Area,Ready To Move,Marsur,In society,1200.0,3,1,120.0,0
Super built-up  Area,Ready To Move,Basavangudi,Not in society,2600.0,4,3,260.0,0
Built-up  Area,Ready To Move,Kaikondrahalli,In society,1700.0,4,2,108.0,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,In society,1682.0,3,1,120.0,0
Built-up  Area,Ready To Move,Yelahanka,In society,1371.0,2,2,65.0,0
Super built-up  Area,Not Ready To Move,Hennur Road,Not in society,901.0,2,1,49.5,3
Plot  Area,Ready To Move,Vishwapriya Layout,Not in society,600.0,7,0,73.0,0
Super built-up  Area,Ready To Move,Ambalipura,In society,1730.0,3,1,120.0,0
Plot  Area,Ready To Move,Konanakunte,Not in society,1200.0,4,0,125.0,0
Super built-up  Area,Ready To Move,EPIP Zone,In society,1500.0,3,3,102.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,3785.0,6,2,280.0,0
Built-up  Area,Ready To Move,Nagawara Junction,Not in society,3500.0,4,2,245.0,0
Carpet  Area,Ready To Move,Lingarajapuram,In society,1203.0,2,1,59.86,0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,Not in society,1357.0,2,2,54.0,0
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,In society,1600.0,3,2,76.0,0
Built-up  Area,Ready To Move,Yelahanka New Town,In society,350.0,1,1,13.5,0
Super built-up  Area,Ready To Move,Varthur,In society,1665.0,3,1,53.0,0
Plot  Area,Ready To Move,Ramamurthy Nagar,Not in society,1400.0,3,3,200.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,Not in society,835.0,1,1,46.95,0
Plot  Area,Ready To Move,Chandra Layout,Not in society,815.0,3,2,160.0,0
Super built-up  Area,Ready To Move,Haralur Road,In society,1444.0,2,1,80.0,0
Super built-up  Area,Ready To Move,Kanakapura,Not in society,1277.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,In society,1521.0,3,1,94.71,0
Super built-up  Area,Ready To Move,Maithri Layout,Not in society,1134.0,2,1,40.0,0
Super built-up  Area,Ready To Move,Vasanthapura,Not in society,995.0,2,1,34.82,0
Super built-up  Area,Ready To Move,Old Madras Road,In society,2760.0,5,2,157.0,0
Built-up  Area,Ready To Move,Marathahalli,In society,1325.0,1,1,92.0,0
Built-up  Area,Ready To Move,Kothanur,Not in society,4000.0,6,2,150.0,0
Built-up  Area,Ready To Move,Marathahalli,Not in society,1525.0,3,2,90.0,0
Super built-up  Area,Not Ready To Move,Raja Rajeshwari Nagar 5th Stage,Not in society,1320.0,2,2,73.0,12
Super built-up  Area,Ready To Move,Electronics City Phase 1,In society,650.0,1,1,23.0,0
Built-up  Area,Ready To Move,Old Airport Road,Not in society,1858.0,2,1,167.0,0
Super built-up  Area,Not Ready To Move,Electronic City,Not in society,1150.0,2,1,38.0,8
Super built-up  Area,Ready To Move,Electronic City Phase II,In society,769.0,2,1,40.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1571.0,3,2,105.0,0
Super built-up  Area,Ready To Move,Hennur Road,In society,1445.0,3,1,86.56,0
Super built-up  Area,Ready To Move,Hosur Road,In society,1590.0,2,2,135.0,0
Super built-up  Area,Ready To Move,Bommasandra,In society,902.0,2,2,49.0,0
Plot  Area,Not Ready To Move,Sarjapur,Not in society,2238.0,3,1,140.0,3
Built-up  Area,Not Ready To Move,Electronic City,Not in society,1090.0,2,1,31.49,12
Built-up  Area,Ready To Move,Yelahanka,In society,1712.0,3,3,82.0,0
Built-up  Area,Ready To Move,Haralur Road,Not in society,1088.0,2,1,68.0,0
Super built-up  Area,Ready To Move,Somasundara Palya,Not in society,1575.0,3,3,63.1,0
Plot  Area,Ready To Move,Nanjappa Garden,Not in society,2150.0,6,3,205.0,0
Super built-up  Area,Ready To Move,Kundalahalli,In society,1920.0,3,2,150.0,0
Plot  Area,Ready To Move,Margondanahalli,Not in society,1000.0,2,0,57.0,0
Super built-up  Area,Not Ready To Move,Chennammana Kere,Not in society,1100.0,2,2,56.1,10
Super built-up  Area,Ready To Move,Electronic City,In society,1089.0,2,2,45.0,0
Built-up  Area,Ready To Move,Horamavu Agara,In society,1106.0,2,1,43.09,0
Super built-up  Area,Not Ready To Move,Kengeri,Not in society,927.0,2,2,37.0,12
Super built-up  Area,Ready To Move,Kanakpura Road,In society,1339.0,2,2,58.0,0
Built-up  Area,Not Ready To Move,Thanisandra,In society,923.0,1,1,45.69,12
Plot  Area,Not Ready To Move,Sarjapur  Road,Not in society,2900.0,3,2,285.0,8
Super built-up  Area,Ready To Move,Lakshminarayana Pura,In society,1175.0,2,2,75.0,0
Built-up  Area,Ready To Move,Thubarahalli,In society,975.0,2,1,55.0,0
Super built-up  Area,Ready To Move,Hebbal,In society,2400.0,4,1,180.0,0
Super built-up  Area,Ready To Move,Subramanyapura,In society,1330.0,3,2,72.0,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1183.0,2,1,59.74,12
Super built-up  Area,Ready To Move,Harlur,Not in society,1758.0,3,2,133.0,0
Plot  Area,Ready To Move,Nagarbhavi,Not in society,1200.0,3,2,265.0,0
Plot  Area,Ready To Move,Nagadevanahalli,Not in society,600.0,4,2,110.0,0
Built-up  Area,Ready To Move,Pai Layout,In society,1100.0,2,2,50.0,0
Super built-up  Area,Not Ready To Move,Ramamurthy Nagar,In society,1170.0,2,2,46.8,12
Built-up  Area,Ready To Move,Vayunandana Layout,Not in society,2400.0,5,2,120.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1530.0,3,3,51.77,0
Built-up  Area,Not Ready To Move,Hebbal,In society,1420.0,2,2,107.0,12
Plot  Area,Ready To Move,Geetanjali Layout,Not in society,1200.0,4,2,300.0,0
Plot  Area,Ready To Move,7th Phase JP Nagar,Not in society,1045.0,6,3,160.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,1591.0,3,1,115.0,1
Plot  Area,Ready To Move,Kenchenhalli,Not in society,675.0,3,1,52.0,0
Super built-up  Area,Not Ready To Move,Hoodi,In society,1055.0,2,1,57.63,12
Super built-up  Area,Ready To Move,Iblur Village,In society,1918.0,3,2,129.0,0
Super built-up  Area,Not Ready To Move,Sarjapur  Road,In society,1280.0,2,1,76.0,1
Super built-up  Area,Ready To Move,Nagarbhavi,In society,1560.0,3,3,66.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1145.0,2,2,49.5,0
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",Not in society,1801.0,3,2,139.0,0
Plot  Area,Ready To Move,Seegehalli,Not in society,1200.0,5,3,120.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,In society,1718.0,3,2,288.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1306.0,3,2,54.65,6
Super built-up  Area,Not Ready To Move,Hebbal,In society,1320.0,2,1,92.0,6
Built-up  Area,Ready To Move,1st Stage Domlur,Not in society,1350.0,2,2,65.0,0
Built-up  Area,Ready To Move,"RMV extension stage 2, rmv extension",Not in society,2990.0,4,2,324.0,0
Built-up  Area,Ready To Move,Kalyan nagar,In society,3800.0,5,3,300.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1344.0,2,1,42.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1893.0,3,2,100.0,0
Super built-up  Area,Ready To Move,Chandapura,Not in society,1107.0,2,1,43.0,0
Plot  Area,Ready To Move,R.T. Nagar,Not in society,1200.0,10,2,180.0,0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,In society,1190.0,2,1,75.0,0
Built-up  Area,Ready To Move,Whitefield,In society,1000.0,2,1,35.0,0
Plot  Area,Ready To Move,Kalhalli,In society,2400.0,2,1,160.0,0
Super built-up  Area,Ready To Move,Kumaraswami Layout,In society,1000.0,2,1,48.5,0
Super built-up  Area,Ready To Move,Jalahalli,In society,2113.0,3,2,155.0,0
Built-up  Area,Ready To Move,KR Puram,Not in society,1100.0,2,1,46.0,0
Plot  Area,Ready To Move,Sector 2 HSR Layout,Not in society,1200.0,4,1,160.0,0
Super built-up  Area,Ready To Move,Harlur,In society,1884.0,4,2,120.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1110.0,2,1,40.0,0
Super built-up  Area,Ready To Move,Kudlu,In society,1027.0,2,2,43.0,0
Super built-up  Area,Not Ready To Move,Tavarekere,Not in society,1250.0,3,2,40.0,5
Built-up  Area,Ready To Move,Sarjapur  Road,Not in society,1470.0,3,0,62.0,0
Built-up  Area,Not Ready To Move,Kamakshipalya,Not in society,1150.0,2,1,75.0,5
Plot  Area,Ready To Move,Hadosiddapura,In society,1200.0,3,2,165.0,0
Super built-up  Area,Not Ready To Move,Kudlu Gate,In society,703.0,1,1,52.0,8
Super built-up  Area,Ready To Move,Vijaya Bank Colony,Not in society,1400.0,2,2,62.0,0
Super built-up  Area,Ready To Move,Bellandur,In society,1195.0,2,2,51.0,0
Super built-up  Area,Ready To Move,Narayanapura,In society,1302.0,2,1,69.1,0
Super built-up  Area,Not Ready To Move,Begur Road,In society,1583.0,3,1,74.4,8
Super built-up  Area,Ready To Move,Kumarapalli,In society,1488.0,2,3,60.0,0
Plot  Area,Ready To Move,Lakshmi Layout,Not in society,600.0,5,2,85.0,0
Super built-up  Area,Not Ready To Move,Kammasandra,In society,1385.0,2,2,34.63,8
Super built-up  Area,Ready To Move,Whitefield,Not in society,3262.0,4,2,260.0,0
Built-up  Area,Not Ready To Move,Electronic City,In society,1600.0,3,2,104.0,1
Super built-up  Area,Ready To Move,Old Airport Road,In society,1150.0,2,1,90.0,0
Plot  Area,Ready To Move,Lakkasandra,Not in society,4500.0,9,2,166.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,Not in society,1263.0,2,1,78.0,0
Plot  Area,Ready To Move,KR Puram,Not in society,1200.0,8,2,110.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,1299.0,2,2,85.0,5
Super built-up  Area,Ready To Move,Banashankari,Not in society,1330.0,2,1,78.0,0
Super built-up  Area,Not Ready To Move,Devanahalli,In society,1282.0,2,2,52.43,4
Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",Not in society,1853.0,3,2,82.0,0
Super built-up  Area,Ready To Move,Kachanayakanahalli,In society,861.0,2,1,35.0,0
Built-up  Area,Ready To Move,Bannerghatta Road,In society,1600.0,3,2,95.0,0
Built-up  Area,Ready To Move,Nagaraja Garden,Not in society,1256.0,2,1,62.8,0
Super built-up  Area,Ready To Move,Tejaswini Nagar,In society,1390.0,2,2,80.0,0
Super built-up  Area,Ready To Move,Ashwath Nagar,In society,1550.0,2,2,90.0,0
Plot  Area,Ready To Move,1 Annasandrapalya,Not in society,1200.0,6,3,150.0,0
Built-up  Area,Ready To Move,Hebbal,Not in society,919.0,2,1,49.0,0
Plot  Area,Not Ready To Move,Margondanahalli,Not in society,1625.0,3,0,80.0,5
Super built-up  Area,Ready To Move,Gunjur,In society,1195.0,2,2,44.0,0
Super built-up  Area,Ready To Move,Domlur,Not in society,2400.0,4,1,600.0,0
Super built-up  Area,Ready To Move,Yelenahalli,In society,1159.0,2,1,60.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1386.0,3,1,57.46,6
Super built-up  Area,Ready To Move,Harlur,In society,1197.0,2,1,79.0,0
Super built-up  Area,Ready To Move,Jigani,In society,4303.5,2,2,226.0,0
Super built-up  Area,Not Ready To Move,Bommasandra,In society,1295.0,2,1,50.28,5
Built-up  Area,Not Ready To Move,Huskur,Not in society,1310.0,2,1,37.83,7
Super built-up  Area,Not Ready To Move,Whitefield,In society,1132.0,2,1,79.28,12
Built-up  Area,Ready To Move,6th block Koramangala,In society,2350.0,3,2,400.0,0
Plot  Area,Ready To Move,4th Block Koramangala,Not in society,2400.0,4,2,500.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,1645.0,3,2,135.0,12
Super built-up  Area,Not Ready To Move,Whitefield,Not in society,1200.0,2,1,45.84,11
Plot  Area,Ready To Move,Whitefield,Not in society,3000.0,4,0,330.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,1937.0,3,2,140.0,0
Super built-up  Area,Ready To Move,Doddathoguru,In society,1015.0,2,2,33.5,0
Super built-up  Area,Ready To Move,Nagadevanahalli,Not in society,1080.0,2,2,39.0,0
Super built-up  Area,Ready To Move,Kathriguppe,In society,1350.0,2,2,80.99,0
Super built-up  Area,Not Ready To Move,Kengeri Satellite Town,In society,1149.0,2,2,29.0,8
Super built-up  Area,Ready To Move,Kothanur,Not in society,1185.0,2,2,59.0,0
Super built-up  Area,Ready To Move,Domlur,Not in society,1720.0,3,1,135.0,0
Super built-up  Area,Ready To Move,Hebbal,Not in society,2080.0,3,3,175.0,0
Plot  Area,Ready To Move,Tindlu,In society,1500.0,3,1,87.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1566.0,3,2,97.0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,In society,2386.0,3,2,334.0,0
Plot  Area,Ready To Move,KSRTC Layout,Not in society,1500.0,4,0,110.0,0
Super built-up  Area,Ready To Move,KR Puram,In society,1290.0,2,1,49.02,0
Built-up  Area,Not Ready To Move,"JP nagar 9th Phase, ",Not in society,1531.0,3,2,72.0,12
Super built-up  Area,Ready To Move,Keshava Nagar,In society,1839.0,3,3,165.0,0
Plot  Area,Ready To Move,Dollars Layout,Not in society,4200.0,4,1,760.0,0
Super built-up  Area,Not Ready To Move,Electronic City Phase II,In society,1400.0,2,2,40.43,5
Super built-up  Area,Ready To Move,Whitefield,In society,1140.0,2,2,39.0,0
Super built-up  Area,Not Ready To Move,Tumkur Road,In society,1343.5,3,0,57.76,6
Built-up  Area,Ready To Move,Banashankari Stage III,Not in society,2000.0,4,0,100.0,0
Built-up  Area,Ready To Move,Kaval Byrasandra,In society,1100.0,2,1,46.0,0
Built-up  Area,Ready To Move,Vignana Nagar,In society,1200.0,2,2,55.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta,Not in society,1618.0,3,1,68.0,4
Super built-up  Area,Not Ready To Move,Whitefield,In society,2830.0,5,2,160.0,10
Super built-up  Area,Ready To Move,Uttarahalli,In society,1315.0,2,2,74.0,0
Super built-up  Area,Ready To Move,Anandapura,In society,1141.0,2,1,42.75,0
Super built-up  Area,Ready To Move,AECS Layout,In society,1080.0,2,2,55.0,0
Super built-up  Area,Ready To Move,HBR Layout,In society,1200.0,2,2,60.0,0
Super built-up  Area,Ready To Move,Varthur,In society,1111.0,2,2,41.88,0
Super built-up  Area,Ready To Move,NGR Layout,Not in society,1022.0,2,1,45.9,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1275.0,2,2,65.0,0
Super built-up  Area,Ready To Move,4th Block Jayanagar,Not in society,900.0,2,1,70.0,0
Super built-up  Area,Ready To Move,Rachenahalli,Not in society,1224.0,2,3,39.2,0
Super built-up  Area,Ready To Move,Battarahalli,In society,1135.0,2,3,43.0,0
Super built-up  Area,Ready To Move,Rachenahalli,Not in society,1050.0,2,2,52.1,0
Super built-up  Area,Not Ready To Move,Nagavarapalya,In society,1392.0,2,1,130.0,11
Super built-up  Area,Ready To Move,Bellandur,In society,1050.0,2,2,72.0,0
Super built-up  Area,Not Ready To Move,Hosa Road,In society,1513.0,3,1,103.0,6
Super built-up  Area,Ready To Move,Gottigere,In society,1621.0,3,3,72.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,892.0,2,1,39.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1205.0,2,1,40.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,1355.0,3,2,83.87,12
Plot  Area,Ready To Move,2nd Block Hrbr Layout,Not in society,1250.0,5,2,300.0,0
Plot  Area,Ready To Move,Kuvempu Nagar,Not in society,1650.0,9,2,345.0,0
Super built-up  Area,Ready To Move,Karnataka Shabarimala,Not in society,1200.0,6,3,70.0,0
Super built-up  Area,Ready To Move,Indira Nagar,In society,1400.0,2,2,168.0,0
Super built-up  Area,Not Ready To Move,Kengeri,In society,726.0,2,1,35.0,11
Plot  Area,Ready To Move,Singena Agrahara,In society,1500.0,3,2,149.0,0
Super built-up  Area,Ready To Move,Hebbal,Not in society,3895.0,4,2,405.0,0
Super built-up  Area,Not Ready To Move,Horamavu Agara,Not in society,1079.0,2,2,41.0,12
Super built-up  Area,Ready To Move,Begur Road,In society,1170.0,2,2,46.0,0
Super built-up  Area,Ready To Move,Doddathoguru,In society,1104.0,2,2,39.0,0
Super built-up  Area,Ready To Move,Kanakpura Road,In society,950.0,2,1,45.0,0
Built-up  Area,Ready To Move,Hormavu,In society,4818.0,4,3,390.0,0
Built-up  Area,Ready To Move,Canara Bank Colony,In society,1650.0,2,1,52.0,0
Super built-up  Area,Not Ready To Move,Kogilu,In society,1559.0,3,2,127.0,5
Built-up  Area,Ready To Move,Hanumagiri,In society,1100.0,2,1,38.0,0
Super built-up  Area,Ready To Move,Benson Town,In society,1750.0,3,3,150.0,0
Super built-up  Area,Not Ready To Move,Ramagondanahalli,In society,1215.0,2,1,45.5,7
Super built-up  Area,Not Ready To Move,Talaghattapura,In society,1868.0,3,1,135.0,2
Built-up  Area,Not Ready To Move,Electronic City,Not in society,1130.0,2,1,32.63,12
Super built-up  Area,Ready To Move,Sarjapur  Road,Not in society,1691.0,3,1,98.0,0
Built-up  Area,Ready To Move,Ardendale,Not in society,4355.0,3,1,350.0,0
Super built-up  Area,Not Ready To Move,Hulimavu,In society,1225.0,2,2,55.0,10
Super built-up  Area,Ready To Move,JP Nagar,Not in society,1690.0,3,2,112.0,0
Super built-up  Area,Ready To Move,Kasturi Nagar,In society,1896.0,3,1,125.0,0
Super built-up  Area,Not Ready To Move,Sonnenahalli,In society,605.0,1,1,40.0,9
Plot  Area,Ready To Move,Begur Road,Not in society,800.0,5,2,95.0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,In society,900.0,2,2,32.5,0
Plot  Area,Ready To Move,Cholanayakanahalli,Not in society,750.0,2,0,50.0,0
Plot  Area,Ready To Move,Hoodi,Not in society,780.0,3,1,62.0,0
Super built-up  Area,Ready To Move,Ananth Nagar,Not in society,908.0,2,1,26.0,0
Built-up  Area,Not Ready To Move,Sarjapur  Road,In society,3416.5,6,0,143.0,5
Super built-up  Area,Ready To Move,Thanisandra,In society,3216.0,4,1,226.0,0
Plot  Area,Ready To Move,BEML Layout,Not in society,2400.0,4,1,225.0,0
Built-up  Area,Ready To Move,Iblur Village,Not in society,1400.0,2,2,68.0,0
Super built-up  Area,Ready To Move,Hulimavu,In society,1255.0,2,2,74.0,0
Built-up  Area,Ready To Move,Electronic City,In society,1500.0,2,1,100.0,0
Super built-up  Area,Not Ready To Move,Thanisandra,In society,1296.0,2,2,72.0,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,Not in society,925.0,2,3,38.0,0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1023.0,2,2,42.0,0
Built-up  Area,Ready To Move,Seshadripuram,Not in society,600.0,3,2,75.0,0
